Fecha,Fecha.1,Consumo_kWh,Fecha,VE
2018-03-06 10:00:00,2018-03-06 10:00:00,0.9751781543798852,2018-03-06 10:00:00,127.76315058513515
2018-03-06 11:00:00,2018-03-06 11:00:00,0.9696462805725105,2018-03-06 11:00:00,126.78812341864312
2018-03-06 12:00:00,2018-03-06 12:00:00,1.0380610656346416,2018-03-06 12:00:00,123.37439463294544
2018-03-06 13:00:00,2018-03-06 13:00:00,0.99381728238454,2018-03-06 13:00:00,124.15166756121216
2018-03-06 14:00:00,2018-03-06 14:00:00,1.0293933606392862,2018-03-06 14:00:00,130.82611065552095
2018-03-06 15:00:00,2018-03-06 15:00:00,0.9499543434718396,2018-03-06 15:00:00,134.61606214498985
2018-03-06 16:00:00,2018-03-06 16:00:00,0.9668256428604356,2018-03-06 16:00:00,135.24037359881208
2018-03-06 17:00:00,2018-03-06 17:00:00,0.8182268977603127,2018-03-06 17:00:00,133.8766100372137
2018-03-06 18:00:00,2018-03-06 18:00:00,0.8223864739129386,2018-03-06 18:00:00,57.1309667875356
2018-03-06 19:00:00,2018-03-06 19:00:00,0.8944080660028307,2018-03-06 19:00:00,57.62358970699904
2018-03-06 20:00:00,2018-03-06 20:00:00,1.089066044867539,2018-03-06 20:00:00,45.410795312708
2018-03-06 21:00:00,2018-03-06 21:00:00,1.1831643051395808,2018-03-06 21:00:00,44.36932016901937
2018-03-06 22:00:00,2018-03-06 22:00:00,1.038054649251397,2018-03-06 22:00:00,44.67106163466779
2018-03-06 23:00:00,2018-03-06 23:00:00,0.93692387838626,2018-03-06 23:00:00,44.58051983354298
2018-03-07 00:00:00,2018-03-07 00:00:00,0.8828006326945634,2018-03-07 00:00:00,44.630760730933424
