CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000001720511XQ;22/03/2018;6;0,280;E
ES0021000001720511XQ;22/03/2018;7;0,332;E
ES0021000001720511XQ;22/03/2018;8;0,450;E
ES0021000001720511XQ;22/03/2018;9;0,545;E
ES0021000001720511XQ;22/03/2018;10;0,600;E
ES0021000001720511XQ;22/03/2018;11;0,641;E
ES0021000001720511XQ;22/03/2018;12;0,646;E
ES0021000001720511XQ;22/03/2018;13;0,655;E
ES0021000001720511XQ;22/03/2018;14;0,667;E
ES0021000001720511XQ;22/03/2018;15;0,636;E
ES0021000001720511XQ;22/03/2018;16;0,598;E
ES0021000001720511XQ;22/03/2018;17;0,588;E
ES0021000001720511XQ;22/03/2018;18;0,605;E
ES0021000001720511XQ;22/03/2018;19;0,630;E
ES0021000001720511XQ;22/03/2018;20;0,705;E
ES0021000001720511XQ;22/03/2018;21;0,773;E
ES0021000001720511XQ;22/03/2018;22;0,769;E
ES0021000001720511XQ;22/03/2018;23;0,671;E
ES0021000001720511XQ;22/03/2018;24;0,541;E
ES0021000001720511XQ;23/03/2018;1;0,483;R
ES0021000001720511XQ;23/03/2018;2;0,381;R
ES0021000001720511XQ;23/03/2018;3;0,351;R
ES0021000001720511XQ;23/03/2018;4;0,296;R
ES0021000001720511XQ;23/03/2018;5;0,324;R
ES0021000001720511XQ;23/03/2018;6;0,443;R
ES0021000001720511XQ;23/03/2018;7;0,632;R
ES0021000001720511XQ;23/03/2018;8;0,402;R
ES0021000001720511XQ;23/03/2018;9;0,229;R
ES0021000001720511XQ;23/03/2018;10;0,476;R
ES0021000001720511XQ;23/03/2018;11;0,398;R
ES0021000001720511XQ;23/03/2018;12;0,349;R
ES0021000001720511XQ;23/03/2018;13;0,419;R
ES0021000001720511XQ;23/03/2018;14;0,595;R
ES0021000001720511XQ;23/03/2018;15;0,540;R
ES0021000001720511XQ;23/03/2018;16;0,885;R
ES0021000001720511XQ;23/03/2018;17;0,417;R
ES0021000001720511XQ;23/03/2018;18;0,725;R
ES0021000001720511XQ;23/03/2018;19;0,617;R
ES0021000001720511XQ;23/03/2018;20;0,978;R
ES0021000001720511XQ;23/03/2018;21;0,963;R
ES0021000001720511XQ;23/03/2018;22;1,430;R
ES0021000001720511XQ;23/03/2018;23;1,125;R
ES0021000001720511XQ;23/03/2018;24;1,035;R
ES0021000001720511XQ;24/03/2018;1;0,558;R
ES0021000001720511XQ;24/03/2018;2;0,520;R
ES0021000001720511XQ;24/03/2018;3;0,279;R
ES0021000001720511XQ;24/03/2018;4;0,282;R
ES0021000001720511XQ;24/03/2018;5;0,442;R
ES0021000001720511XQ;24/03/2018;6;0,230;R
ES0021000001720511XQ;24/03/2018;7;0,228;R
ES0021000001720511XQ;24/03/2018;8;0,229;R
ES0021000001720511XQ;24/03/2018;9;0,347;R
ES0021000001720511XQ;24/03/2018;10;0,539;R
ES0021000001720511XQ;24/03/2018;11;1,453;R
ES0021000001720511XQ;24/03/2018;12;2,488;R
ES0021000001720511XQ;24/03/2018;13;3,142;R
ES0021000001720511XQ;24/03/2018;14;4,091;R
ES0021000001720511XQ;24/03/2018;15;3,330;R
ES0021000001720511XQ;24/03/2018;16;1,863;R
ES0021000001720511XQ;24/03/2018;17;0,274;R
ES0021000001720511XQ;24/03/2018;18;0,231;R
ES0021000001720511XQ;24/03/2018;19;0,384;R
ES0021000001720511XQ;24/03/2018;20;0,712;R
ES0021000001720511XQ;24/03/2018;21;1,166;R
ES0021000001720511XQ;24/03/2018;22;0,502;R
ES0021000001720511XQ;24/03/2018;23;1,065;R
ES0021000001720511XQ;24/03/2018;24;1,261;R
ES0021000001720511XQ;25/03/2018;1;0,625;R
ES0021000001720511XQ;25/03/2018;2;0,367;R
ES0021000001720511XQ;25/03/2018;3;0,475;R
ES0021000001720511XQ;25/03/2018;4;0,295;R
ES0021000001720511XQ;25/03/2018;5;0,208;R
ES0021000001720511XQ;25/03/2018;6;0,194;R
ES0021000001720511XQ;25/03/2018;7;0,374;R
ES0021000001720511XQ;25/03/2018;8;0,109;R
ES0021000001720511XQ;25/03/2018;9;0,238;R
ES0021000001720511XQ;25/03/2018;10;0,611;R
ES0021000001720511XQ;25/03/2018;11;0,270;R
ES0021000001720511XQ;25/03/2018;12;1,842;R
ES0021000001720511XQ;25/03/2018;13;2,222;R
ES0021000001720511XQ;25/03/2018;14;1,801;R
ES0021000001720511XQ;25/03/2018;15;0,385;R
ES0021000001720511XQ;25/03/2018;16;0,726;R
ES0021000001720511XQ;25/03/2018;17;0,498;R
ES0021000001720511XQ;25/03/2018;18;0,629;R
ES0021000001720511XQ;25/03/2018;19;0,467;R
ES0021000001720511XQ;25/03/2018;20;0,503;R
ES0021000001720511XQ;25/03/2018;21;0,687;R
ES0021000001720511XQ;25/03/2018;22;0,598;R
ES0021000001720511XQ;25/03/2018;23;0,607;R
ES0021000001720511XQ;26/03/2018;1;0,456;R
ES0021000001720511XQ;26/03/2018;2;0,430;R
ES0021000001720511XQ;26/03/2018;3;0,203;R
ES0021000001720511XQ;26/03/2018;4;0,198;R
ES0021000001720511XQ;26/03/2018;5;0,377;R
ES0021000001720511XQ;26/03/2018;6;0,118;R
ES0021000001720511XQ;26/03/2018;7;0,465;R
ES0021000001720511XQ;26/03/2018;8;0,269;R
ES0021000001720511XQ;26/03/2018;9;0,278;R
ES0021000001720511XQ;26/03/2018;10;0,098;R
ES0021000001720511XQ;26/03/2018;11;0,174;R
ES0021000001720511XQ;26/03/2018;12;0,318;R
ES0021000001720511XQ;26/03/2018;13;0,479;R
ES0021000001720511XQ;26/03/2018;14;0,348;R
ES0021000001720511XQ;26/03/2018;15;0,351;R
ES0021000001720511XQ;26/03/2018;16;0,971;R
ES0021000001720511XQ;26/03/2018;17;0,866;R
ES0021000001720511XQ;26/03/2018;18;0,920;R
ES0021000001720511XQ;26/03/2018;19;0,814;R
ES0021000001720511XQ;26/03/2018;20;0,545;R
ES0021000001720511XQ;26/03/2018;21;0,283;R
ES0021000001720511XQ;26/03/2018;22;0,904;R
ES0021000001720511XQ;26/03/2018;23;0,641;R
ES0021000001720511XQ;26/03/2018;24;0,902;R
ES0021000001720511XQ;27/03/2018;1;0,564;R
ES0021000001720511XQ;27/03/2018;2;0,370;R
ES0021000001720511XQ;27/03/2018;3;0,278;R
ES0021000001720511XQ;27/03/2018;4;0,435;R
ES0021000001720511XQ;27/03/2018;5;0,239;R
ES0021000001720511XQ;27/03/2018;6;0,240;R
ES0021000001720511XQ;27/03/2018;7;0,796;R
ES0021000001720511XQ;27/03/2018;8;0,490;R
ES0021000001720511XQ;27/03/2018;9;0,388;R
ES0021000001720511XQ;27/03/2018;10;0,276;R
ES0021000001720511XQ;27/03/2018;11;0,276;R
ES0021000001720511XQ;27/03/2018;12;0,292;R
ES0021000001720511XQ;27/03/2018;13;0,340;R
ES0021000001720511XQ;27/03/2018;14;0,226;R
ES0021000001720511XQ;27/03/2018;15;0,226;R
ES0021000001720511XQ;27/03/2018;16;0,730;R
ES0021000001720511XQ;27/03/2018;17;0,683;R
ES0021000001720511XQ;27/03/2018;18;0,372;R
ES0021000001720511XQ;27/03/2018;19;0,320;R
ES0021000001720511XQ;27/03/2018;20;0,361;R
ES0021000001720511XQ;27/03/2018;21;0,632;R
ES0021000001720511XQ;27/03/2018;22;1,705;R
ES0021000001720511XQ;27/03/2018;23;0,632;R
ES0021000001720511XQ;27/03/2018;24;1,126;R
ES0021000001720511XQ;28/03/2018;1;1,267;R
ES0021000001720511XQ;28/03/2018;2;0,387;R
ES0021000001720511XQ;28/03/2018;3;0,295;R
ES0021000001720511XQ;28/03/2018;4;0,289;R
ES0021000001720511XQ;28/03/2018;5;0,290;R
ES0021000001720511XQ;28/03/2018;6;0,468;R
ES0021000001720511XQ;28/03/2018;7;0,766;R
ES0021000001720511XQ;28/03/2018;8;0,421;R
ES0021000001720511XQ;28/03/2018;9;0,228;R
ES0021000001720511XQ;28/03/2018;10;0,412;R
ES0021000001720511XQ;28/03/2018;11;0,243;R
ES0021000001720511XQ;28/03/2018;12;0,282;R
ES0021000001720511XQ;28/03/2018;13;0,282;R
ES0021000001720511XQ;28/03/2018;14;0,318;R
ES0021000001720511XQ;28/03/2018;15;0,421;R
ES0021000001720511XQ;28/03/2018;16;0,596;R
ES0021000001720511XQ;28/03/2018;17;0,498;R
ES0021000001720511XQ;28/03/2018;18;0,756;R
ES0021000001720511XQ;28/03/2018;19;1,019;R
ES0021000001720511XQ;28/03/2018;20;0,462;R
ES0021000001720511XQ;28/03/2018;21;0,484;R
ES0021000001720511XQ;28/03/2018;22;1,094;R
ES0021000001720511XQ;28/03/2018;23;0,867;R
ES0021000001720511XQ;28/03/2018;24;0,719;R
ES0021000001720511XQ;29/03/2018;1;0,714;R
ES0021000001720511XQ;29/03/2018;2;0,602;R
ES0021000001720511XQ;29/03/2018;3;0,523;R
ES0021000001720511XQ;29/03/2018;4;0,569;R
ES0021000001720511XQ;29/03/2018;5;0,312;R
ES0021000001720511XQ;29/03/2018;6;0,238;R
ES0021000001720511XQ;29/03/2018;7;0,240;R
ES0021000001720511XQ;29/03/2018;8;0,426;R
ES0021000001720511XQ;29/03/2018;9;0,365;R
ES0021000001720511XQ;29/03/2018;10;0,378;R
ES0021000001720511XQ;29/03/2018;11;0,286;R
ES0021000001720511XQ;29/03/2018;12;0,723;R
ES0021000001720511XQ;29/03/2018;13;1,168;R
ES0021000001720511XQ;29/03/2018;14;0,936;R
ES0021000001720511XQ;29/03/2018;15;1,409;R
ES0021000001720511XQ;29/03/2018;16;0,961;R
ES0021000001720511XQ;29/03/2018;17;0,770;R
ES0021000001720511XQ;29/03/2018;18;0,748;R
ES0021000001720511XQ;29/03/2018;19;0,963;R
ES0021000001720511XQ;29/03/2018;20;0,487;R
ES0021000001720511XQ;29/03/2018;21;0,393;R
ES0021000001720511XQ;29/03/2018;22;0,725;R
ES0021000001720511XQ;29/03/2018;23;0,741;R
ES0021000001720511XQ;29/03/2018;24;0,788;R
ES0021000001720511XQ;30/03/2018;1;0,631;R
ES0021000001720511XQ;30/03/2018;2;0,551;R
ES0021000001720511XQ;30/03/2018;3;0,373;R
ES0021000001720511XQ;30/03/2018;4;0,433;R
ES0021000001720511XQ;30/03/2018;5;0,168;R
ES0021000001720511XQ;30/03/2018;6;0,163;R
ES0021000001720511XQ;30/03/2018;7;0,158;R
ES0021000001720511XQ;30/03/2018;8;0,349;R
ES0021000001720511XQ;30/03/2018;9;0,222;R
ES0021000001720511XQ;30/03/2018;10;0,233;R
ES0021000001720511XQ;30/03/2018;11;0,102;R
ES0021000001720511XQ;30/03/2018;12;1,230;R
ES0021000001720511XQ;30/03/2018;13;1,209;R
ES0021000001720511XQ;30/03/2018;14;1,432;R
ES0021000001720511XQ;30/03/2018;15;1,607;R
ES0021000001720511XQ;30/03/2018;16;0,611;R
ES0021000001720511XQ;30/03/2018;17;1,609;R
ES0021000001720511XQ;30/03/2018;18;2,108;R
ES0021000001720511XQ;30/03/2018;19;0,427;R
ES0021000001720511XQ;30/03/2018;20;0,632;R
ES0021000001720511XQ;30/03/2018;21;0,338;R
ES0021000001720511XQ;30/03/2018;22;0,432;R
ES0021000001720511XQ;30/03/2018;23;0,381;R
ES0021000001720511XQ;30/03/2018;24;1,092;R
ES0021000001720511XQ;31/03/2018;1;0,385;E
ES0021000001720511XQ;31/03/2018;2;0,314;E
ES0021000001720511XQ;31/03/2018;3;0,272;E
ES0021000001720511XQ;31/03/2018;4;0,250;E
ES0021000001720511XQ;31/03/2018;5;0,241;E
ES0021000001720511XQ;31/03/2018;6;0,242;E
ES0021000001720511XQ;31/03/2018;7;0,257;E
ES0021000001720511XQ;31/03/2018;8;0,292;E
ES0021000001720511XQ;31/03/2018;9;0,373;E
ES0021000001720511XQ;31/03/2018;10;0,475;E
ES0021000001720511XQ;31/03/2018;11;0,545;E
ES0021000001720511XQ;31/03/2018;12;0,561;E
ES0021000001720511XQ;31/03/2018;13;0,565;E
ES0021000001720511XQ;31/03/2018;14;0,579;E
ES0021000001720511XQ;31/03/2018;15;0,561;E
ES0021000001720511XQ;31/03/2018;16;0,506;E
ES0021000001720511XQ;31/03/2018;17;0,472;E
ES0021000001720511XQ;31/03/2018;18;0,466;E
ES0021000001720511XQ;31/03/2018;19;0,480;E
ES0021000001720511XQ;31/03/2018;20;0,533;E
ES0021000001720511XQ;31/03/2018;21;0,593;E
ES0021000001720511XQ;31/03/2018;22;0,605;E
ES0021000001720511XQ;31/03/2018;23;0,550;E
ES0021000001720511XQ;31/03/2018;24;0,470;E
