CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000001720511XQ;22/01/2018;13;0,277;R
ES0021000001720511XQ;22/01/2018;14;0,263;R
ES0021000001720511XQ;22/01/2018;15;0,233;R
ES0021000001720511XQ;22/01/2018;16;1,082;R
ES0021000001720511XQ;22/01/2018;17;1,299;R
ES0021000001720511XQ;22/01/2018;18;0,489;R
ES0021000001720511XQ;22/01/2018;19;0,742;R
ES0021000001720511XQ;22/01/2018;20;0,514;R
ES0021000001720511XQ;22/01/2018;21;0,702;R
ES0021000001720511XQ;22/01/2018;22;2,219;R
ES0021000001720511XQ;22/01/2018;23;2,359;R
ES0021000001720511XQ;22/01/2018;24;1,314;R
ES0021000001720511XQ;23/01/2018;1;1,245;R
ES0021000001720511XQ;23/01/2018;2;0,421;R
ES0021000001720511XQ;23/01/2018;3;0,423;R
ES0021000001720511XQ;23/01/2018;4;0,387;R
ES0021000001720511XQ;23/01/2018;5;0,361;R
ES0021000001720511XQ;23/01/2018;6;0,321;R
ES0021000001720511XQ;23/01/2018;7;1,246;R
ES0021000001720511XQ;23/01/2018;8;0,758;R
ES0021000001720511XQ;23/01/2018;9;0,270;R
ES0021000001720511XQ;23/01/2018;10;0,930;R
ES0021000001720511XQ;23/01/2018;11;0,481;R
ES0021000001720511XQ;23/01/2018;12;0,426;R
ES0021000001720511XQ;23/01/2018;13;0,463;R
ES0021000001720511XQ;23/01/2018;14;0,417;R
ES0021000001720511XQ;23/01/2018;15;0,724;R
ES0021000001720511XQ;23/01/2018;16;1,120;R
ES0021000001720511XQ;23/01/2018;17;2,097;R
ES0021000001720511XQ;23/01/2018;18;1,209;R
ES0021000001720511XQ;23/01/2018;19;0,827;R
ES0021000001720511XQ;23/01/2018;20;0,355;R
ES0021000001720511XQ;23/01/2018;21;0,835;R
ES0021000001720511XQ;23/01/2018;22;1,696;R
ES0021000001720511XQ;23/01/2018;23;1,141;R
ES0021000001720511XQ;23/01/2018;24;1,557;R
ES0021000001720511XQ;24/01/2018;1;0,873;E
ES0021000001720511XQ;24/01/2018;2;0,685;E
ES0021000001720511XQ;24/01/2018;3;0,601;E
ES0021000001720511XQ;24/01/2018;4;0,563;E
ES0021000001720511XQ;24/01/2018;5;0,553;E
ES0021000001720511XQ;24/01/2018;6;0,573;E
ES0021000001720511XQ;24/01/2018;7;0,678;E
ES0021000001720511XQ;24/01/2018;8;0,939;E
ES0021000001720511XQ;24/01/2018;9;1,164;E
ES0021000001720511XQ;24/01/2018;10;1,292;E
ES0021000001720511XQ;24/01/2018;11;1,407;E
ES0021000001720511XQ;24/01/2018;12;1,417;E
ES0021000001720511XQ;24/01/2018;13;1,423;E
ES0021000001720511XQ;24/01/2018;14;1,444;E
ES0021000001720511XQ;24/01/2018;15;1,384;E
ES0021000001720511XQ;24/01/2018;16;1,325;E
ES0021000001720511XQ;24/01/2018;17;1,326;E
ES0021000001720511XQ;24/01/2018;18;1,402;E
ES0021000001720511XQ;24/01/2018;19;1,549;E
ES0021000001720511XQ;24/01/2018;20;1,657;E
ES0021000001720511XQ;24/01/2018;21;1,701;E
ES0021000001720511XQ;24/01/2018;22;1,658;E
ES0021000001720511XQ;24/01/2018;23;1,451;E
ES0021000001720511XQ;24/01/2018;24;1,170;E
ES0021000001720511XQ;25/01/2018;1;0,872;E
ES0021000001720511XQ;25/01/2018;2;0,684;E
ES0021000001720511XQ;25/01/2018;3;0,601;E
ES0021000001720511XQ;25/01/2018;4;0,562;E
ES0021000001720511XQ;25/01/2018;5;0,552;E
ES0021000001720511XQ;25/01/2018;6;0,572;E
ES0021000001720511XQ;25/01/2018;7;0,677;E
ES0021000001720511XQ;25/01/2018;8;0,938;E
ES0021000001720511XQ;25/01/2018;9;1,163;E
ES0021000001720511XQ;25/01/2018;10;1,291;E
ES0021000001720511XQ;25/01/2018;11;1,406;E
ES0021000001720511XQ;25/01/2018;12;1,416;E
ES0021000001720511XQ;25/01/2018;13;1,421;E
ES0021000001720511XQ;25/01/2018;14;1,443;E
ES0021000001720511XQ;25/01/2018;15;1,383;E
ES0021000001720511XQ;25/01/2018;16;1,324;E
ES0021000001720511XQ;25/01/2018;17;1,325;E
ES0021000001720511XQ;25/01/2018;18;1,401;E
ES0021000001720511XQ;25/01/2018;19;1,547;E
ES0021000001720511XQ;25/01/2018;20;1,655;E
ES0021000001720511XQ;25/01/2018;21;1,700;E
ES0021000001720511XQ;25/01/2018;22;1,657;E
ES0021000001720511XQ;25/01/2018;23;1,450;E
ES0021000001720511XQ;25/01/2018;24;1,169;E
ES0021000001720511XQ;26/01/2018;1;0,534;R
ES0021000001720511XQ;26/01/2018;2;0,243;R
ES0021000001720511XQ;26/01/2018;3;0,296;R
ES0021000001720511XQ;26/01/2018;4;0,286;R
ES0021000001720511XQ;26/01/2018;5;0,237;R
ES0021000001720511XQ;26/01/2018;6;0,232;R
ES0021000001720511XQ;26/01/2018;7;1,590;R
ES0021000001720511XQ;26/01/2018;8;1,090;R
ES0021000001720511XQ;26/01/2018;9;0,246;R
ES0021000001720511XQ;26/01/2018;10;0,229;R
ES0021000001720511XQ;26/01/2018;11;0,309;R
ES0021000001720511XQ;26/01/2018;12;1,050;R
ES0021000001720511XQ;26/01/2018;13;0,432;R
ES0021000001720511XQ;26/01/2018;14;0,413;R
ES0021000001720511XQ;26/01/2018;15;0,509;R
ES0021000001720511XQ;26/01/2018;16;0,621;R
ES0021000001720511XQ;26/01/2018;17;1,404;R
ES0021000001720511XQ;26/01/2018;18;0,588;R
ES0021000001720511XQ;26/01/2018;19;0,238;R
ES0021000001720511XQ;26/01/2018;20;0,337;R
ES0021000001720511XQ;26/01/2018;21;1,328;R
ES0021000001720511XQ;26/01/2018;22;2,015;R
ES0021000001720511XQ;26/01/2018;23;2,526;R
ES0021000001720511XQ;26/01/2018;24;2,642;R
ES0021000001720511XQ;27/01/2018;1;1,675;R
ES0021000001720511XQ;27/01/2018;2;0,249;R
ES0021000001720511XQ;27/01/2018;3;0,241;R
ES0021000001720511XQ;27/01/2018;4;0,276;R
ES0021000001720511XQ;27/01/2018;5;0,260;R
ES0021000001720511XQ;27/01/2018;6;0,232;R
ES0021000001720511XQ;27/01/2018;7;0,694;R
ES0021000001720511XQ;27/01/2018;8;2,448;R
ES0021000001720511XQ;27/01/2018;9;1,716;R
ES0021000001720511XQ;27/01/2018;10;1,403;R
ES0021000001720511XQ;27/01/2018;11;0,099;R
ES0021000001720511XQ;27/01/2018;12;0,100;R
ES0021000001720511XQ;27/01/2018;13;0,152;R
ES0021000001720511XQ;27/01/2018;14;0,112;R
ES0021000001720511XQ;27/01/2018;15;0,098;R
ES0021000001720511XQ;27/01/2018;16;0,096;R
ES0021000001720511XQ;27/01/2018;17;0,131;R
ES0021000001720511XQ;27/01/2018;18;0,318;R
ES0021000001720511XQ;27/01/2018;19;0,097;R
ES0021000001720511XQ;27/01/2018;20;0,097;R
ES0021000001720511XQ;27/01/2018;21;0,250;R
ES0021000001720511XQ;27/01/2018;22;0,206;R
ES0021000001720511XQ;27/01/2018;23;0,106;R
ES0021000001720511XQ;27/01/2018;24;0,426;R
ES0021000001720511XQ;28/01/2018;1;1,913;R
ES0021000001720511XQ;28/01/2018;2;1,260;R
ES0021000001720511XQ;28/01/2018;3;0,250;R
ES0021000001720511XQ;28/01/2018;4;0,226;R
ES0021000001720511XQ;28/01/2018;5;0,224;R
ES0021000001720511XQ;28/01/2018;6;0,263;R
ES0021000001720511XQ;28/01/2018;7;0,298;R
ES0021000001720511XQ;28/01/2018;8;0,116;R
ES0021000001720511XQ;28/01/2018;9;0,098;R
ES0021000001720511XQ;28/01/2018;10;0,184;R
ES0021000001720511XQ;28/01/2018;11;0,456;R
ES0021000001720511XQ;28/01/2018;12;0,909;R
ES0021000001720511XQ;28/01/2018;13;1,072;R
ES0021000001720511XQ;28/01/2018;14;0,485;R
ES0021000001720511XQ;28/01/2018;15;0,310;R
ES0021000001720511XQ;28/01/2018;16;0,989;R
ES0021000001720511XQ;28/01/2018;17;1,319;R
ES0021000001720511XQ;28/01/2018;18;0,343;R
ES0021000001720511XQ;28/01/2018;19;0,305;R
ES0021000001720511XQ;28/01/2018;20;0,634;R
ES0021000001720511XQ;28/01/2018;21;2,391;R
ES0021000001720511XQ;28/01/2018;22;1,920;R
ES0021000001720511XQ;28/01/2018;23;0,932;R
ES0021000001720511XQ;28/01/2018;24;0,389;R
ES0021000001720511XQ;29/01/2018;1;0,244;R
ES0021000001720511XQ;29/01/2018;2;0,269;R
ES0021000001720511XQ;29/01/2018;3;0,288;R
ES0021000001720511XQ;29/01/2018;4;0,234;R
ES0021000001720511XQ;29/01/2018;5;0,236;R
ES0021000001720511XQ;29/01/2018;6;0,414;R
ES0021000001720511XQ;29/01/2018;7;1,249;R
ES0021000001720511XQ;29/01/2018;8;0,675;R
ES0021000001720511XQ;29/01/2018;9;0,808;R
ES0021000001720511XQ;29/01/2018;10;0,151;R
ES0021000001720511XQ;29/01/2018;11;0,114;R
ES0021000001720511XQ;29/01/2018;12;0,098;R
ES0021000001720511XQ;29/01/2018;13;0,111;R
ES0021000001720511XQ;29/01/2018;14;0,145;R
ES0021000001720511XQ;29/01/2018;15;0,106;R
ES0021000001720511XQ;29/01/2018;16;1,490;R
ES0021000001720511XQ;29/01/2018;17;1,954;R
ES0021000001720511XQ;29/01/2018;18;1,550;R
ES0021000001720511XQ;29/01/2018;19;1,604;R
ES0021000001720511XQ;29/01/2018;20;0,729;R
ES0021000001720511XQ;29/01/2018;21;0,495;R
ES0021000001720511XQ;29/01/2018;22;0,767;R
ES0021000001720511XQ;29/01/2018;23;0,990;R
ES0021000001720511XQ;29/01/2018;24;1,073;R
ES0021000001720511XQ;30/01/2018;1;2,161;R
ES0021000001720511XQ;30/01/2018;2;1,303;R
ES0021000001720511XQ;30/01/2018;3;0,375;R
ES0021000001720511XQ;30/01/2018;4;0,349;R
ES0021000001720511XQ;30/01/2018;5;0,264;R
ES0021000001720511XQ;30/01/2018;6;0,235;R
ES0021000001720511XQ;30/01/2018;7;1,636;R
ES0021000001720511XQ;30/01/2018;8;1,334;R
ES0021000001720511XQ;30/01/2018;9;0,335;R
ES0021000001720511XQ;30/01/2018;10;0,355;R
ES0021000001720511XQ;30/01/2018;11;0,365;R
ES0021000001720511XQ;30/01/2018;12;0,678;R
ES0021000001720511XQ;30/01/2018;13;0,886;R
ES0021000001720511XQ;30/01/2018;14;0,409;R
ES0021000001720511XQ;30/01/2018;15;0,506;R
ES0021000001720511XQ;30/01/2018;16;1,848;R
ES0021000001720511XQ;30/01/2018;17;1,941;R
ES0021000001720511XQ;30/01/2018;18;0,845;R
ES0021000001720511XQ;30/01/2018;19;1,111;R
ES0021000001720511XQ;30/01/2018;20;0,583;R
ES0021000001720511XQ;30/01/2018;21;1,014;R
ES0021000001720511XQ;30/01/2018;22;1,006;R
ES0021000001720511XQ;30/01/2018;23;0,978;R
ES0021000001720511XQ;30/01/2018;24;1,941;R
ES0021000001720511XQ;31/01/2018;1;0,482;R
ES0021000001720511XQ;31/01/2018;2;0,372;R
ES0021000001720511XQ;31/01/2018;3;0,370;R
ES0021000001720511XQ;31/01/2018;4;0,419;R
ES0021000001720511XQ;31/01/2018;5;0,369;R
ES0021000001720511XQ;31/01/2018;6;0,236;R
ES0021000001720511XQ;31/01/2018;7;1,244;R
ES0021000001720511XQ;31/01/2018;8;0,374;R
ES0021000001720511XQ;31/01/2018;9;2,281;R
ES0021000001720511XQ;31/01/2018;10;0,890;R
ES0021000001720511XQ;31/01/2018;11;0,258;R
ES0021000001720511XQ;31/01/2018;12;0,286;R
ES0021000001720511XQ;31/01/2018;13;0,630;R
ES0021000001720511XQ;31/01/2018;14;2,581;R
ES0021000001720511XQ;31/01/2018;15;1,842;R
ES0021000001720511XQ;31/01/2018;16;0,723;R
ES0021000001720511XQ;31/01/2018;17;1,213;R
ES0021000001720511XQ;31/01/2018;18;2,269;R
ES0021000001720511XQ;31/01/2018;19;1,076;R
ES0021000001720511XQ;31/01/2018;20;0,601;R
ES0021000001720511XQ;31/01/2018;21;1,050;R
ES0021000001720511XQ;31/01/2018;22;1,194;R
ES0021000001720511XQ;31/01/2018;23;1,871;R
ES0021000001720511XQ;31/01/2018;24;0,835;R
