Fecha,Fecha.1,Consumo_kWh,Fecha,TPD
2018-03-03 01:00:00,2018-03-03 01:00:00,0.3625927809693104,2018-03-03 01:00:00,121.38607335018357
2018-03-03 02:00:00,2018-03-03 02:00:00,0.09172322005956474,2018-03-03 02:00:00,127.75978714116148
2018-03-03 03:00:00,2018-03-03 03:00:00,0.2042960936813829,2018-03-03 03:00:00,127.61165493307196
2018-03-03 04:00:00,2018-03-03 04:00:00,0.2026158027252724,2018-03-03 04:00:00,128.36880330879185
2018-03-03 05:00:00,2018-03-03 05:00:00,0.1924776193388705,2018-03-03 05:00:00,128.33347786447754
2018-03-03 06:00:00,2018-03-03 06:00:00,0.9583329258791329,2018-03-03 06:00:00,126.71193875587154
2018-03-03 07:00:00,2018-03-03 07:00:00,0.3937063368489448,2018-03-03 07:00:00,125.21662683637234
2018-03-03 08:00:00,2018-03-03 08:00:00,0.8912881081500903,2018-03-03 08:00:00,125.24877258293976
2018-03-03 09:00:00,2018-03-03 09:00:00,0.5885073563468303,2018-03-03 09:00:00,124.17081745914021
2018-03-03 10:00:00,2018-03-03 10:00:00,0.2669322162472716,2018-03-03 10:00:00,123.07312505156341
2018-03-03 11:00:00,2018-03-03 11:00:00,1.2267393269297773,2018-03-03 11:00:00,122.44302392450443
2018-03-03 12:00:00,2018-03-03 12:00:00,1.2687231318343877,2018-03-03 12:00:00,123.9422435442307
2018-03-03 13:00:00,2018-03-03 13:00:00,0.7466418212418986,2018-03-03 13:00:00,127.32536674636567
2018-03-03 14:00:00,2018-03-03 14:00:00,1.1405527001152602,2018-03-03 14:00:00,130.94566418589395
2018-03-03 15:00:00,2018-03-03 15:00:00,1.1504929511790878,2018-03-03 15:00:00,132.01960710750996
2018-03-03 16:00:00,2018-03-03 16:00:00,1.3113926020818667,2018-03-03 16:00:00,132.3527833328058
2018-03-03 17:00:00,2018-03-03 17:00:00,0.9788441497021478,2018-03-03 17:00:00,131.159214650564
2018-03-03 18:00:00,2018-03-03 18:00:00,0.5170942259955269,2018-03-03 18:00:00,127.3371483317655
2018-03-03 19:00:00,2018-03-03 19:00:00,0.5788509779021794,2018-03-03 19:00:00,126.1755584757558
2018-03-03 20:00:00,2018-03-03 20:00:00,0.8193716125310782,2018-03-03 20:00:00,122.89072746673293
2018-03-03 21:00:00,2018-03-03 21:00:00,0.9919961125780256,2018-03-03 21:00:00,120.16050357632228
2018-03-03 22:00:00,2018-03-03 22:00:00,1.3068459840486877,2018-03-03 22:00:00,118.74068709868185
2018-03-03 23:00:00,2018-03-03 23:00:00,1.6270991249739657,2018-03-03 23:00:00,118.16803345209959
2018-03-04 00:00:00,2018-03-04 00:00:00,0.3683398438530462,2018-03-04 00:00:00,118.48577215549473
2018-03-04 01:00:00,2018-03-04 01:00:00,0.3664747109208772,2018-03-04 01:00:00,121.70441720877993
2018-03-04 02:00:00,2018-03-04 02:00:00,0.3644103559924399,2018-03-04 02:00:00,128.01249275144355
2018-03-04 03:00:00,2018-03-04 03:00:00,0.3698871577492813,2018-03-04 03:00:00,127.8519965450125
2018-03-04 04:00:00,2018-03-04 04:00:00,0.3533654409266893,2018-03-04 04:00:00,128.5978654978067
2018-03-04 05:00:00,2018-03-04 05:00:00,0.3486658720957515,2018-03-04 05:00:00,128.5576229919992
2018-03-04 06:00:00,2018-03-04 06:00:00,0.6222547322381949,2018-03-04 06:00:00,126.93843514840044
2018-03-04 07:00:00,2018-03-04 07:00:00,0.5463573686728936,2018-03-04 07:00:00,125.44347177917095
2018-03-04 08:00:00,2018-03-04 08:00:00,0.4874002396995104,2018-03-04 08:00:00,125.47239791089808
2018-03-04 09:00:00,2018-03-04 09:00:00,0.7021321547498962,2018-03-04 09:00:00,124.39802483095478
2018-03-04 10:00:00,2018-03-04 10:00:00,0.9427128485291724,2018-03-04 10:00:00,123.3043336759632
2018-03-04 11:00:00,2018-03-04 11:00:00,0.8993758970700702,2018-03-04 11:00:00,122.67746097767916
2018-03-04 12:00:00,2018-03-04 12:00:00,0.9357800152356816,2018-03-04 12:00:00,124.1789612164176
2018-03-04 13:00:00,2018-03-04 13:00:00,0.9585552272447226,2018-03-04 13:00:00,127.54901372104631
2018-03-04 14:00:00,2018-03-04 14:00:00,0.997985693364798,2018-03-04 14:00:00,131.14283776496052
2018-03-04 15:00:00,2018-03-04 15:00:00,0.84176022489953,2018-03-04 15:00:00,132.20509941104524
2018-03-04 16:00:00,2018-03-04 16:00:00,0.9409530684487916,2018-03-04 16:00:00,132.53605858036804
2018-03-04 17:00:00,2018-03-04 17:00:00,0.6824892561129665,2018-03-04 17:00:00,131.34965447345328
